category,over_represented_pvalue,padj,under_represented_pvalue,numDEInCat,numInCat,type,enrich,contrast,organism,main,sub,module,Category,PATH,pathway,path
09122,2.9620179630750605e-11,7.997448500302662e-10,1,25,76,down,sub,C2vsC1_prot,HOT1A3,09120 Genetic Information Processing,09122 Translation,Translation,Genetic Info,09122 Translation,Translation,NA
09182,2.9543134004970803e-4,0.00398832309067105,0.9998622518327231,47,380,down,sub,C2vsC1_prot,HOT1A3,09180 Brite Hierarchies,09182 Protein families: genetic information processing,Protein families: genetic information processing,Genetic Info,09182 Protein families: genetic information processing,Protein families: genetic information processing,NA
09105,7.75678103913339e-4,0.00698110293522005,0.999684390021791,26,170,down,sub,C2vsC1_prot,HOT1A3,09100 Metabolism,09105 Amino acid metabolism,Amino acid,AA/Nucleotide,09105 Amino acid metabolism,Amino acid metabolism,NA
09102,0.00431985908971966,0.02334113954879014,0.9983625910628962,16,96,down,sub,C2vsC1_prot,HOT1A3,09100 Metabolism,09102 Energy metabolism,Energy,Energy/Carbohydrate/Glycan,09102 Energy metabolism,Energy metabolism,NA
09142,0.00432243324977595,0.02334113954879014,0.9987030974154216,11,54,down,sub,C2vsC1_prot,HOT1A3,09140 Cellular Processes,09142 Cell motility,Cell motility,Motility,09142 Cell motility,Cell motility,NA
09132,0.03774030209589055,0.16983135943150746,0.982170279241246,14,99,down,sub,C2vsC1_prot,HOT1A3,09130 Environmental Information Processing,09132 Signal transduction,Signal transduction,Env. Info/Cellular Process,09132 Signal transduction,Signal transduction,NA
09101,0.08785073185204995,0.33885282285790697,0.947667364137862,20,165,down,sub,C2vsC1_prot,HOT1A3,09100 Metabolism,09101 Carbohydrate metabolism,Carbohydrate,Energy/Carbohydrate/Glycan,09101 Carbohydrate metabolism,Carbohydrate metabolism,NA
09143,0.24422414912124507,0.7666090671364345,0.9147327347626788,3,18,down,sub,C2vsC1_prot,HOT1A3,09140 Cellular Processes,09143 Cell growth and death,Cell growth and death,Env. Info/Cellular Process,09143 Cell growth and death,Cell growth and death,NA
09123,0.3470119797093105,0.7666090671364345,0.8302334233432471,4,31,down,sub,C2vsC1_prot,HOT1A3,09120 Genetic Information Processing,"09123 Folding, sorting and degradation","Folding, sorting and degradation",Genetic Info,"09123 Folding, sorting and degradation","Folding, sorting and degradation",NA
09181,0.35135855011722317,0.7666090671364345,0.7413195950366925,19,184,down,sub,C2vsC1_prot,HOT1A3,09180 Brite Hierarchies,09181 Protein families: metabolism,Protein families:,Metabolism,09181 Protein families: metabolism,Protein families: metabolism,NA
09108,0.35343930067667884,0.7666090671364345,0.7720394120877346,9,102,down,sub,C2vsC1_prot,HOT1A3,09100 Metabolism,09108 Metabolism of cofactors and vitamins,cofactors and vitamins,Metabolism,09108 Metabolism of cofactors and vitamins,Metabolism of cofactors and vitamins,NA
09192,0.3547151277721472,0.7666090671364345,0.8786419286856719,2,17,down,sub,C2vsC1_prot,HOT1A3,09190 Not Included in Pathway or Brite,09192 Unclassified: genetic information processing,Unclassified: genetic information processing,Genetic Info,09192 Unclassified: genetic information processing,Unclassified: genetic information processing,NA
09104,0.369108069361987,0.7666090671364345,0.7739797538596719,7,72,down,sub,C2vsC1_prot,HOT1A3,09100 Metabolism,09104 Nucleotide metabolism,Nucleotide,AA/Nucleotide,09104 Nucleotide metabolism,Nucleotide metabolism,NA
09110,0.602326875410282,1,0.6338376245184121,3,38,down,sub,C2vsC1_prot,HOT1A3,09100 Metabolism,09110 Biosynthesis of other secondary metabolites,other secondary metabolites,Metabolism,09110 Biosynthesis of other secondary metabolites,Biosynthesis of other secondary metabolites,NA
09107,0.6047031767006009,1,0.6018552852059623,4,50,down,sub,C2vsC1_prot,HOT1A3,09100 Metabolism,09107 Glycan biosynthesis and metabolism,Glycan  and,Energy/Carbohydrate/Glycan,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,NA
09109,0.650626553956345,1,0.6305617016122683,2,28,down,sub,C2vsC1_prot,HOT1A3,09100 Metabolism,09109 Metabolism of terpenoids and polyketides,terpenoids and polyketides,Metabolism,09109 Metabolism of terpenoids and polyketides,Metabolism of terpenoids and polyketides,NA
09106,0.7224659479402522,1,0.4682032710112166,4,55,down,sub,C2vsC1_prot,HOT1A3,09100 Metabolism,09106 Metabolism of other amino acids,other amino acids,AA/Nucleotide,09106 Metabolism of other amino acids,Metabolism of other amino acids,NA
09193,0.7557039591194668,1,0.4541722976478352,3,45,down,sub,C2vsC1_prot,HOT1A3,09190 Not Included in Pathway or Brite,09193 Unclassified: signaling and cellular processes,Unclassified: signaling and cellular processes,Env. Info/Cellular Process,09193 Unclassified: signaling and cellular processes,Unclassified: signaling and cellular processes,NA
09111,0.8253409105990521,1,0.3977097342284389,2,37,down,sub,C2vsC1_prot,HOT1A3,09100 Metabolism,09111 Xenobiotics biodegradation and metabolism,Xenobiotics biodegradation and,Metabolism,09111 Xenobiotics biodegradation and metabolism,Xenobiotics biodegradation and metabolism,NA
09145,0.8594308916926358,1,0.27846937451503023,4,68,down,sub,C2vsC1_prot,HOT1A3,09140 Cellular Processes,09145 Cellular community - prokaryotes,Cellular community - prokaryotes,Env. Info/Cellular Process,09145 Cellular community - prokaryotes,Cellular community - prokaryotes,NA
09191,0.8614752552730411,1,0.2596950415972688,5,89,down,sub,C2vsC1_prot,HOT1A3,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,Unclassified:,Energy/Carbohydrate/Glycan,09191 Unclassified: metabolism,Unclassified: metabolism,NA
09131,0.9323409038194614,1,0.19569451784009745,2,52,down,sub,C2vsC1_prot,HOT1A3,09130 Environmental Information Processing,09131 Membrane transport,Membrane transport,Membrane transport,09131 Membrane transport,Membrane transport,NA
09183,0.9330402698811208,1,0.10065731000596814,27,377,down,sub,C2vsC1_prot,HOT1A3,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,Env. Info/Cellular Process,09183 Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,NA
09103,0.9937929976206744,1,0.03993688311129964,1,56,down,sub,C2vsC1_prot,HOT1A3,09100 Metabolism,09103 Lipid metabolism,Lipid,Metabolism,09103 Lipid metabolism,Lipid metabolism,NA
09124,1,1,0.02435351709763772,0,36,down,sub,C2vsC1_prot,HOT1A3,09120 Genetic Information Processing,09124 Replication and repair,Replication and repair,Genetic Info,09124 Replication and repair,Replication and repair,NA
09141,1,1,0.3008757925625756,0,12,down,sub,C2vsC1_prot,HOT1A3,09140 Cellular Processes,09141 Transport and catabolism,Transport and catabolism,Env. Info/Cellular Process,09141 Transport and catabolism,Transport and catabolism,NA
09194,1,1,0.00802148724551489,0,60,down,sub,C2vsC1_prot,HOT1A3,09190 Not Included in Pathway or Brite,09194 Poorly characterized,Poorly characterized,Uncharacterized,09194 Poorly characterized,Poorly characterized,NA
09183,7.272570147041431e-4,0.01963593939701186,0.9996417061020212,50,377,up,sub,C2vsC1_prot,HOT1A3,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,Env. Info/Cellular Process,09183 Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,NA
09105,0.00965054786206865,0.1302823961379268,0.9954061988833774,22,170,up,sub,C2vsC1_prot,HOT1A3,09100 Metabolism,09105 Amino acid metabolism,Amino acid,AA/Nucleotide,09105 Amino acid metabolism,Amino acid metabolism,NA
09111,0.06225178817691354,0.513467966492543,0.9789648620977685,6,37,up,sub,C2vsC1_prot,HOT1A3,09100 Metabolism,09111 Xenobiotics biodegradation and metabolism,Xenobiotics biodegradation and,Metabolism,09111 Xenobiotics biodegradation and metabolism,Xenobiotics biodegradation and metabolism,NA
09191,0.07606932836926564,0.513467966492543,0.9631630096395928,11,89,up,sub,C2vsC1_prot,HOT1A3,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,Unclassified:,Energy/Carbohydrate/Glycan,09191 Unclassified: metabolism,Unclassified: metabolism,NA
09194,0.258021085030315,1,0.8662335547518863,6,60,up,sub,C2vsC1_prot,HOT1A3,09190 Not Included in Pathway or Brite,09194 Poorly characterized,Poorly characterized,Uncharacterized,09194 Poorly characterized,Poorly characterized,NA
09101,0.30622689214509463,1,0.7842563573208109,17,165,up,sub,C2vsC1_prot,HOT1A3,09100 Metabolism,09101 Carbohydrate metabolism,Carbohydrate,Energy/Carbohydrate/Glycan,09101 Carbohydrate metabolism,Carbohydrate metabolism,NA
09192,0.3149233112776813,1,0.9008825351909832,2,17,up,sub,C2vsC1_prot,HOT1A3,09190 Not Included in Pathway or Brite,09192 Unclassified: genetic information processing,Unclassified: genetic information processing,Genetic Info,09192 Unclassified: genetic information processing,Unclassified: genetic information processing,NA
09141,0.32421649244341116,1,0.8992429500884406,2,12,up,sub,C2vsC1_prot,HOT1A3,09140 Cellular Processes,09141 Transport and catabolism,Transport and catabolism,Env. Info/Cellular Process,09141 Transport and catabolism,Transport and catabolism,NA
09102,0.38120055108937045,1,0.7491935057303514,9,96,up,sub,C2vsC1_prot,HOT1A3,09100 Metabolism,09102 Energy metabolism,Energy,Energy/Carbohydrate/Glycan,09102 Energy metabolism,Energy metabolism,NA
09103,0.5045068138990046,1,0.6805979762882612,5,56,up,sub,C2vsC1_prot,HOT1A3,09100 Metabolism,09103 Lipid metabolism,Lipid,Metabolism,09103 Lipid metabolism,Lipid metabolism,NA
09108,0.517679038763622,1,0.6405724795583958,7,102,up,sub,C2vsC1_prot,HOT1A3,09100 Metabolism,09108 Metabolism of cofactors and vitamins,cofactors and vitamins,Metabolism,09108 Metabolism of cofactors and vitamins,Metabolism of cofactors and vitamins,NA
09143,0.5317586600678137,1,0.7514729430915018,2,18,up,sub,C2vsC1_prot,HOT1A3,09140 Cellular Processes,09143 Cell growth and death,Cell growth and death,Env. Info/Cellular Process,09143 Cell growth and death,Cell growth and death,NA
09104,0.8250892879889733,1,0.3296683327521788,4,72,up,sub,C2vsC1_prot,HOT1A3,09100 Metabolism,09104 Nucleotide metabolism,Nucleotide,AA/Nucleotide,09104 Nucleotide metabolism,Nucleotide metabolism,NA
09109,0.872598356359614,1,0.402182074241567,1,28,up,sub,C2vsC1_prot,HOT1A3,09100 Metabolism,09109 Metabolism of terpenoids and polyketides,terpenoids and polyketides,Metabolism,09109 Metabolism of terpenoids and polyketides,Metabolism of terpenoids and polyketides,NA
09106,0.8726715194600584,1,0.27935222660770065,3,55,up,sub,C2vsC1_prot,HOT1A3,09100 Metabolism,09106 Metabolism of other amino acids,other amino acids,AA/Nucleotide,09106 Metabolism of other amino acids,Metabolism of other amino acids,NA
09193,0.8996616340559029,1,0.2650085333189543,2,45,up,sub,C2vsC1_prot,HOT1A3,09190 Not Included in Pathway or Brite,09193 Unclassified: signaling and cellular processes,Unclassified: signaling and cellular processes,Env. Info/Cellular Process,09193 Unclassified: signaling and cellular processes,Unclassified: signaling and cellular processes,NA
09131,0.9112832582622824,1,0.24072421469423033,2,52,up,sub,C2vsC1_prot,HOT1A3,09130 Environmental Information Processing,09131 Membrane transport,Membrane transport,Membrane transport,09131 Membrane transport,Membrane transport,NA
09132,0.9289233857196542,1,0.15015588038321828,5,99,up,sub,C2vsC1_prot,HOT1A3,09130 Environmental Information Processing,09132 Signal transduction,Signal transduction,Env. Info/Cellular Process,09132 Signal transduction,Signal transduction,NA
09110,0.9518107107558842,1,0.2022954037425637,1,38,up,sub,C2vsC1_prot,HOT1A3,09100 Metabolism,09110 Biosynthesis of other secondary metabolites,other secondary metabolites,Metabolism,09110 Biosynthesis of other secondary metabolites,Biosynthesis of other secondary metabolites,NA
09181,0.9802311232852038,1,0.03968722858998098,11,184,up,sub,C2vsC1_prot,HOT1A3,09180 Brite Hierarchies,09181 Protein families: metabolism,Protein families:,Metabolism,09181 Protein families: metabolism,Protein families: metabolism,NA
09142,0.9905600701644416,1,0.0563405241311273,1,54,up,sub,C2vsC1_prot,HOT1A3,09140 Cellular Processes,09142 Cell motility,Cell motility,Motility,09142 Cell motility,Cell motility,NA
09145,0.9979920536996388,1,0.01541905551458862,1,68,up,sub,C2vsC1_prot,HOT1A3,09140 Cellular Processes,09145 Cellular community - prokaryotes,Cellular community - prokaryotes,Env. Info/Cellular Process,09145 Cellular community - prokaryotes,Cellular community - prokaryotes,NA
09107,1,1,0.01499264767228956,0,50,up,sub,C2vsC1_prot,HOT1A3,09100 Metabolism,09107 Glycan biosynthesis and metabolism,Glycan  and,Energy/Carbohydrate/Glycan,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,NA
09122,1,1,0.00335619360462355,0,76,up,sub,C2vsC1_prot,HOT1A3,09120 Genetic Information Processing,09122 Translation,Translation,Genetic Info,09122 Translation,Translation,NA
09123,1,1,0.03590502812723448,0,31,up,sub,C2vsC1_prot,HOT1A3,09120 Genetic Information Processing,"09123 Folding, sorting and degradation","Folding, sorting and degradation",Genetic Info,"09123 Folding, sorting and degradation","Folding, sorting and degradation",NA
